author,rating,title,review,updated,version,country
Ahmad Dhoifullah,5,Daftar dan Pakai kode : AHMYK188,"Aplikasi Motorku X sangat mudah digunakan. Pengguna dapat dengan cepat memesan layanan service motor khususnya Honda.
Motorku X memiliki cakupan wilayah yang luas, terutama di kota-kota besar. Namun, ketersediaan mungkin bervariasi tergantung pada lokasi Anda.
Pengguna sering dapat memanfaatkan promosi dan diskon yang ditawarkan oleh Motorku X ini.

Silahkan coba booking service pakai aplikasi dapatkan potongan dengan menggunakan kode dari saya : AHMYK188",2023-10-25T03:25:52-07:00,1.8.6,id
sadewaarsa,5,Ok,Good,2023-10-25T03:18:57-07:00,1.8.6,id
Jeyin's,4,Kode referall ENJ8A953,Dengan adanya aplikasi Motorku x mempermudah dalam proses administrasi dan menambah informasi seputar motor 👍,2023-10-25T03:14:39-07:00,1.8.6,id
muh jabal,5,Kode referal: MUHLV759,Pokoknya motorku X paling the best,2023-10-25T03:12:47-07:00,1.8.6,id
Pcx putih,5,Tanpa antri,Mantapp tanpa antri service,2023-10-21T21:28:27-07:00,1.8.6,id
rian2204,1,Komplain tidak selesai,Udah sering komplain voucher promo tidak selesai dan lama proses,2023-10-09T21:07:02-07:00,1.8.6,id
Yeolnakh,1,Gagal Ga bisa tukar vocer dana,Poin udah banyak tp Ga bisa ditukar vocer dompet eletronik maupun pulsa udah berkali2 dari pagi sampe sore di coba terus ttep aja Ga bisa. Apk nya lemot bikin emosi.,2023-09-28T04:33:06-07:00,1.8.6,id
ilfisy,1,Aplikasinya setelah di update lemot,Aplikasinya setelah di update lemot,2023-09-25T19:30:55-07:00,1.8.6,id
Rfn002,4,Motor Idaman bagi Semua,"Kode Referral: APMCTMWU

Bagi Anda yang baru membuat akun/belum memiliki akun Motorku X, mohon masukkan kode referral di atas ya! Gratis dan nikmati pengalaman anda bersama kami! Terima kasih!",2023-08-16T23:26:50-07:00,1.8.5,id
Madasho,5,Service pertama menggunakan Motorku X,"Instruksi bimbingan di aplikasi sangat mudah di pahami, proses booking via aplikasi ini sangat efisien dan menghemat waktu. Proses prosedur saat di bengkel juga sangat mudah dan cepat. Makin cinta sama Astra Honda. Salam satu hati, ONE HEART ❤️",2023-08-16T02:41:04-07:00,1.8.5,id
fikhanapil,5,motorkux,mantap 🙏🙏🙏,2023-08-13T19:01:22-07:00,1.8.5,id
fhani270992,5,Honda memang terbaik,"Ditambah pake aplikasi ini, jadi ga perlu ngantri. Sisa booking sesuai jam.",2023-08-05T20:48:43-07:00,1.8.5,id
Hzzel,5,Mantap,Terbaik,2023-08-05T19:15:23-07:00,1.8.5,id
thikadestiani,5,Bikin cewek lebih peduli sm motor,"Nggak ada lagi alesan cewek gak bs ngurus motor. Servis tinggal booking via aplikasi, mudah, cepat, simpel. Banyak voucher promo pluss bisa main game seru yg ada hadiahnya. So happy! Sangat memudahkan perawatan. Hati senang, motor aman. Trmksh yaa.. referalku THICX290",2023-08-04T07:37:12-07:00,1.8.5,id
arya dwi kristiawan,5,ryan astra honda kedungsari,terima kasih astra..terima kasih mas ryan motor sudah datang,2023-08-02T17:16:28-07:00,1.8.5,id
Leni antika,5,Motor hebat ku,"Service rutin membuat kondisi motr q sellu nyaman dbawakemanapun aku pergi dan bekerja Welove honda

Jangan lupa download aplikasi MOTORKu X dan gunakan kode referal ini LEBR9979, 
agar kamu bisa nikmatin promo menariknya",2023-07-30T23:00:25-07:00,1.8.3,id
epo_sohi,5,Service mantap,Memang paling mantap service di astra,2023-07-26T00:45:47-07:00,1.8.3,id
Widiadimel,5,Kode referal MEL7D735,Aplikasi yg update dan bikin gampang buat reservasi gk perlu ribet,2023-07-25T16:56:46-07:00,1.8.3,id
vikafridenza,5,Motorku x,"Bener bener mempermudah kaum Mager antri servis Ini aplikasi boking lewat Motorku x Langsung datang servis Aja ga perle antri.
Buat kalian yang pengen dapet penawaran potongan harga Dari astra motor bisa pake kode Dari aku (OVI8Z670)🫶🏻",2023-07-23T00:01:10-07:00,1.8.3,id
ANWUL ZR,5,Bintang 5,Honda semakin didepan dan pelayanannya ramah,2023-07-22T22:24:39-07:00,1.8.3,id
Syarif Hidayatulloh,5,"Motorku X mudah, praktis, dan seru","Haloo semua, teruntuk admin motorku x dan pihak honda. Saya sudah follow ig @astramotor. Kode referal saya SYAEW111

Ulasan saya ke aplikasi ini sangattt sering saya gunakan setiap kali servis dan ganti oli motor vario 160 saya. Voucher diskonnya jugaa mantap, servis sebelumnya saya pakai voucher diskon 20 rb. Ini tadi dapat voucher diskon 53 rb asikk mantap betul

Nomor satu aplikasi servis di Indonesia

Selalu tingkatkan ya, mantapppp

KODE REFERAL : SYAEW111",2023-07-21T03:35:50-07:00,1.8.3,id
gpradestyo,5,download !!,"memudahkan dalam proses service motor  booking terlebih dahulu sebelum melakukan service , banyak promo untuk para pelanggan !",2023-07-20T04:20:36-07:00,1.8.3,id
DWI HESTI,5,Apikasi sangat membatu dan banyak fitur menarik,"memudahkan untuk booking servis, ada vocher menenarik, game dll",2023-07-19T19:55:10-07:00,1.8.3,id
Azka novrianto,5,Astra,Mempermudah untuk booking service motor,2023-07-18T22:23:34-07:00,1.8.3,id
RIEEP802,5,kode Referal RIEEP802,"pakai aplikasi mototku x biar lebih mudah beli dan booking service motor honda anda🥰tdk perlu repot dan antri dengan aplikasi ini lebih mudah loh ayo buktikan sekarang,download aplikasinya dan gunakan kode referal RIEEP802 dapatkan berbagai kemudahan dan point untuk di tukarkan⭐️🙏",2023-07-17T00:04:31-07:00,1.8.3,id
Fif30,5,Top,Sangat memuaskan,2023-07-06T23:26:19-07:00,1.8.1,id
mendembaygon,1,Lemot,Lemot banget. Ga guna cuma ngoyo duit goceng mau booking pake emosi,2023-06-30T19:03:34-07:00,1.8.1,id
ulrich8,2,👎🏻,Booking services utk yg wilayah sumatera utara belum ada,2023-06-15T20:01:25-07:00,1.8.1,id
bumidatar99,5,voucher,tukar voucher ke pulsa / shope pay/ gopay selalu gagal terus,2023-06-15T04:39:56-07:00,1.8.1,id
M.Maulana malik ibrahim,5,Motor,Pelayanan sangat bagus mbanya baik hati,2023-06-14T00:18:25-07:00,1.8.1,id
wagenvolks,1,Aplikasi lambat,Aplikasi terlalu lelet untuk dibuka,2023-06-05T22:57:21-07:00,1.8.1,id
indira rini,5,Servis,"Ruang tunggu nyaman, tidak menunggu lama, servis memuaskan",2023-05-26T18:41:14-07:00,1.8.1,id
Lord_echodiko,1,Aplikasi tidak berfungsi,"Apakah aplikasi ini masih digunakan?
Krn saya mau booking service saja tidak bisa. Berhenti/tdk bs lanjut setelah memilih tgl booking lalu tidak bisa pilih jam booking. Dan tidak bs lanjut proses bookingnya. Tolong dong dicek aplikasinya. Ini sudah bagus knp diabaikan??",2023-05-17T15:07:37-07:00,1.8.1,id
Kina onak,5,Honda selalu jaya,"Terima kasih atas infonya dari Red First Food Court yotefa jembatan merah Jayapura atas informasinya untuk masuk aplikasi motorku x
Semoga Honda selalu menjadi pilihan rakyat",2023-04-01T05:01:32-07:00,1.8.0,id
audiojet,2,Data Tak Tersedia,"Rilisan terakhir ini, opsi servis tak ada padahal diperlukan untuk booking service.",2023-03-30T19:49:44-07:00,1.8.0,id
dyasa28,1,Error Token,Kena error token mulu pas cek spk,2023-03-30T14:54:40-07:00,1.8.0,id
royaniida,5,Kode Refferal,Yang baru daftar bisa pake kode refferal IDAU6314 nanti dapat poin bisa ditukar dengan voucher,2023-03-19T01:17:56-07:00,1.8.0,id
putra farol,1,Aplikasi ga guna,"udah booking di aplikasi, pas udh sampe sana tepat waktu, ternyata tetep aja nunggu wkwk
booking di aplikasi gaada bedanya ckck auto uninstall",2023-03-15T18:31:24-07:00,1.8.0,id
Excacdx,1,Daftar susah,"Susah amat mau daftar padahal ud beli cash

Bener2 susah kek hidup gw
Wkkwwkjw",2023-03-11T18:08:36-07:00,1.7.9,id
Azzzzxxxx,1,Gak bisa booking,Coba booking order di astra bsd semua jam abu”,2023-03-08T17:59:37-07:00,1.7.9,id
luckyrich10,1,SPK Error Mulu,"Check SPK motor gagal mulu, gak ke tracking orderan udah sampe mana. Sales susah di kontak, bikin khawatir kena tipu",2023-02-28T07:17:48-07:00,1.7.9,id
putri arum dini,5,Aplikasi,Apk yg bermanfaat,2023-02-28T04:12:22-07:00,1.7.9,id
mhdpndra,3,DIBUILD LAGI TOLONG APKNYA,"Banyak banget minusnya, mulai aplikasi sering error keluar otomatis, loading lama, scroll gaberfungsi dengan benar sama voucher yang tidak berguna. Buat apa nawarin voucher kalau ga kepake di invoice.",2023-02-19T19:58:05-07:00,1.7.8,id
FOODY!!,1,Verify,Tolong dong krm kode verify nya jgn cm lewat wa. Mana diawal minta isi no hp gk ditulis yg harus ada wa nya. Begitu udah mnt krm kode cm bs lewat wa. Udah gitu mau buat dr awal masukin no hp yg ada wa gk bs lagi daftar di peragkat yg sama. Hadeh.,2023-02-12T20:59:33-07:00,1.7.8,id
rianamasita,5,Best,"Keren banget dah bisa booking online jadi ga nunggu lama
Tapi tolong untuk booking yang jam 12 bisa di off-kan aja karena jam istirahat, kasian orang yang booking jam 12 harus nunggu 1 jam lagi 🙏🏻🙏🏻🙏🏻
Moga makin baik kedepannya",2023-01-27T20:49:06-07:00,1.7.8,id
halahhamam,1,Percuma Booking,"Ketika mau booking service, Titik lokasi Ahass nya tidak muncul, entah bug atau apa. Di search manual juga tidak muncul. Sudah coba reinstall app nya ttep gk berhasil. Tolong dibenahi",2023-01-16T06:47:42-07:00,1.7.8,id
gskensuslaos,1,.,kenapa aku baru daftar kok akun pemilik motor nama orang lain yah?,2023-01-11T08:34:43-07:00,1.7.8,id
Loui 67,5,Kode referral terbaru buat anda FAIYL568,Masukkan kode referral terbaru ini untuk menikmati berbagai voucher lainnya: FAIYL568,2023-01-07T22:13:03-07:00,1.7.8,id
munsnisaa,1,Bad App,Lalod banget aplikasinya padahal koneksi jaringan saya stabil. Tolong diperbaiki lagi,2022-12-25T19:55:58-07:00,1.7.8,id
Ichiyo-phera-15,5,Good service,"Cepat, mudah, dan user friendly appnya",2022-12-14T03:08:01-07:00,1.7.7,id
eddy elks,5,Motorku x,"Aplikasi yg sangat membantu buat melihat lokasi bengkel resmi,liat spare part dan mempermudah servis berkala",2022-12-12T17:07:51-07:00,1.7.7,id
goespuetra,5,Service,Mempermudah untuk jadwal service,2022-12-09T20:18:24-07:00,1.7.7,id
fahmiardi,5,good apk,sgt memudahkn utk pgguna motor honda dlm. hal perawatan khusnya,2022-12-09T18:39:10-07:00,1.7.7,id
syafrudun,5,MotorkuX Review,"Adanya aplikasi MotorkuX sangat bermanfaat ketika kita lagi sibuk dan tidak ada waktu luang untuk service jadi kita akan di prioritaskan ketika kita mau service menggunakan aplikasi ini.
MUH6X451",2022-12-09T08:18:24-07:00,1.7.7,id
yandeputra,5,YANQ8994,"Sejak mengenal aplikasi ini, pengalam servis jadi lebih baik, dan tidak perlu antri lama. Saya sekeluarga sangat merekomendasikan aplikasi ini. YANQ8994 gunakan kode referal saya ini untuk pendaftaran yang lebih cepat",2022-12-06T19:10:46-07:00,1.7.7,id
ringo antadirja,5,Bagus,Sangat memudahkan👌🏻,2022-12-06T18:30:39-07:00,1.7.7,id
Keymitha,5,Mantap,Salam 1 hati. Menyenangkan yah untuk aplikasi ini mempermudah. Yang paling nyaman tidak perlu menunggu untuk antri servis cukup online saja melalui aplikasi..,2022-12-06T17:48:06-07:00,1.7.7,id
aachmadtb.nng,5,Riview,"Bagus sih, lebih praktis",2022-12-06T02:43:42-07:00,1.7.7,id
hlngby,5,Kerenn🤩,"Terima kasih MotorKu X karena memudahkan dalam proses pelayanan, sangat menghemat waktu dan tenaga. Cocok banget buat yg lagi sibuk tapi harus tetap merawat motor secara berkala. Aplikasi yang sangat mudah digunakan oleh seluruh kalangan jadi ga ketinggalan info deh seputara Honda✨💛

Jangan lupa download app ini pake kode referal GABGY030 yaa!!",2022-12-06T00:57:14-07:00,1.7.7,id
Ichlas Tw,5,Kode Referal : ICHB1703,"Sangat membantu dalm booking service, call urgent Honda care, namun bisa dioptimalkan kembali untuk hari libur dealernya di ketahui sat booking, kadang booking di tgl tsb tp stlh ksana dealer tutup",2022-12-05T07:49:29-07:00,1.7.7,id
tydbfosn,5,Mantap,Sangat mempermudah konsumen👍,2022-12-04T23:21:46-07:00,1.7.7,id
Houthi,5,Good service,Top untuk mengurangi antrian jika datang secara langsung,2022-12-04T22:06:38-07:00,1.7.7,id
Kotak pos,5,Kode reff : MUHIA829,Aplikasi mantap mudah dalam booking service dan cari lokasi sparepart asli,2022-12-04T21:08:32-07:00,1.7.7,id
M. Qibran Al-Fansury,5,KEREN,"Yuk buat kalian yang belum download App Motorku X buruan download sekarang ya, etss jangan lupa pakai kode referall aku : RIZIC746 ygy ! Karena app Motorku X ini sangat praktis, ramah dan tentunya bermanfaat untuk monitoring servis dll motor mu.",2022-12-04T06:37:46-07:00,1.7.7,id
Line reader,5,KODE REFERRAL :   PUWS0ALY,"Sangat membantu dalm booking service, call urgent Honda care, namun bisa dioptimalkan kembali untuk hari libur dealernya di ketahui saat booking, kadang booking di tgl tsb tp stlh ksana dealer tutup(BTw IG sudah di follow ya)😁

Jangan lupa update Astrapaynya & dapatkan kemudahan dalam pembayaran service & dapatkan discount nya😍",2022-12-03T07:30:56-07:00,1.7.7,id
agus378,5,Oke,Mantappp,2022-12-02T19:05:34-07:00,1.7.7,id
Fadli Azhimi,1,Tidak bisa booking,Saya mau booking service tapi tidak bisa katanya saya sudah punya jadwal padahal saya belum booking,2022-11-26T20:37:17-07:00,1.7.7,id
Dortixzdyu,5,Terbaik,"Tempat nunggu bnyak minum dan cemilan , kendaraan jadi terasa enak",2022-11-23T22:46:17-07:00,1.7.7,id
D-545,5,👍🏾👍🏾,Mantap,2022-11-23T02:18:31-07:00,1.7.7,id
annisasni,5,bagus,sangat terbantu dengan adanya aplikasi ini,2022-11-20T04:25:04-07:00,1.7.7,id
yoed_i,5,Keren,App nya keren,2022-11-18T21:28:21-07:00,1.7.7,id
Farosian,5,Mantap,Sangat puas pake aplikasi ini,2022-11-16T21:23:17-07:00,1.7.7,id
theonlyfira,5,Bagus,Sangat memudahkan pemilik kendaraan,2022-11-16T18:02:40-07:00,1.7.7,id
El Indrianto,5,Kode referal LIL3Q210,"Aplikasi ini ngebantu bangettt. Mau servis jadi mudah dan lebih efisien. Voucher juga melimpah sii. Fitur juga lengkap. Ada booking service, kuis, artikel2 terbaru, tukar tambah motor, dan masih lengkap lagi. Thanks honda utk kenyamanan penggunanya. Semakin ditingkatkan lagii dah",2022-11-14T03:24:11-07:00,1.7.7,id
kelvinmatheoz,5,Top rating,"Dengan aplikasi ini kita diberi kemudahan, sanagt bagus, terima kasih",2022-11-13T05:35:19-07:00,1.7.7,id
whsnu,5,MOTORKU X,"Salah satu aplikasi dari Honda yang membantu dengan memberi kemudahan bagi customer untuk melakukan booking service hanya melalui smartphone, dengan fitur aplikasi yang cukup mudah dan simple. Jadi ga perlu ribet lagi harus nunggu di tempat service, tinggal booking dan datang sesuai waktu yg dipilih.
Cukup mudah bukan!

LALG4376",2022-11-13T03:45:00-07:00,1.7.7,id
aswin182,5,Fast n reliable,Lebih gampang ga repot antri,2022-11-10T03:56:58-07:00,1.7.7,id
luh vera,5,Motorkux,Lebih efisien waktu saat ingin service motor.,2022-11-09T03:21:27-07:00,1.7.7,id
wagimin789,5,Booking service,Bisa buat booking service biar ga antre,2022-11-08T03:23:17-07:00,1.7.6,id
fadhe.132678,5,Kemudahan menggunakan aplikasi motorx,Sangat memudahkan di tengah aktifitas sehari-hari yang padat,2022-11-07T04:29:27-07:00,1.7.6,id
superxbejo,5,Mantab,KGS7A012,2022-11-05T01:46:18-07:00,1.7.6,id
xi ati ati ya,4,review aplikasi,"not bad lah untuk ngehindarin antri yang panjang
tapi harus pesan h-1",2022-11-05T00:13:49-07:00,1.7.6,id
Habib Nurrahman,1,Loading terus,Pagi ini 28 oktober 2022 apliksi tidak bisa dipake. Tolong segera diperbaiki.,2022-10-27T18:17:41-07:00,1.7.6,id
DexYudie,5,Kode refferal : KADDM123,Download dan masukkan kode refferal : KADDM123 dan dapatkan rewards nya…,2022-10-26T05:27:06-07:00,1.7.6,id
hacuci,1,Kecewa,Harga motor di app 22.880.000 tapi saat sampai di dealer langsung berubah jadi 23.320.000. Tolong untuk harga di aplikasi disesuaikan dengan harga didealer ya. Karna harga selisihnya lumayan 500rb,2022-10-16T08:20:50-07:00,1.7.6,id
eskadobeabe,4,review,mantap,2022-10-11T23:18:34-07:00,1.7.6,id
oxoraaa,4,Kode referral : WILKG786,Smoga semakin bagus dan mantap,2022-10-07T18:17:26-07:00,1.7.6,id
RONY2J,5,KODE REFFERAL ERWON333,Saling bantu cuy,2022-10-07T16:09:06-07:00,1.7.6,id
Cingaet,5,no antri club club,"puas banget bisa booking dari h-sekian, ngga perlu antri, dpt voucher lumayan buat ngopi

maju terus ahass ➰✌🏻",2022-10-06T08:30:17-07:00,1.7.6,id
elingesha,5,Memudahkan service motor,"Mempermudah servis motor dimana aja dan kapan aja banyak keuntungan dan suka sama aplikasi ini 
Thankyou",2022-10-05T10:48:03-07:00,1.7.6,id
dhim-zal,5,.,Booking servis tdk ribet dan banyak promonya,2022-10-03T01:38:55-07:00,1.7.6,id
iKoming,5,Kode referal : IKO4E221,Aplikasi ini sangat bermanfaat dan mudah untuk digunakan.. mantap👍,2022-10-02T18:32:01-07:00,1.7.6,id
ghibran13,5,Mantap,Keren pokoknya,2022-09-29T08:27:15-07:00,1.7.6,id
ulfa andriany,5,Servis,Pelayanan mantap,2022-09-28T01:14:47-07:00,1.7.6,id
Endrik gunawan,5,Keren,Aplikasi ringan dan mudah digunakan,2022-09-26T17:57:55-07:00,1.7.6,id
razif gaban,5,"Simple, easy, clean, profesional","Pelanggan setia book service, Razif",2022-09-26T08:52:35-07:00,1.7.6,id
Leon Gusrizan,5,Ter baik,"Aplikasi ini sangat membantu, semoga terus berkembang, dan terus maju untuk astra honda… bener bener satu hati dari semua sisi, baik pelayanan, produk maupun semuanya udah sangat cocok bersaing di era disrupsi",2022-09-25T07:14:35-07:00,1.7.6,id
avred20,1,Gak bisa beli cash,"Gak bisa beli cash 🥲, suruh kredit",2022-09-25T01:27:20-07:00,1.7.6,id
ayi45,4,Mantap,Pelayanan memuaskan biarpun sedikit mahal,2022-09-24T06:50:03-07:00,1.7.6,id
Burhan_zantman,3,Booking service,Mengapa ga bisa booking service by aplikasi? Sebelum2 ga ada masalah .. apakh ada maintenance ?,2022-09-23T19:15:24-07:00,1.7.6,id
ariasa12,5,Astra Honda,"Trimakasih Astra Honda sudah membuat saya pribadi merasa sangat efisien setelah adanya aplikasi motorkux, segalanya terasa mudah terutama untuk booking service 🙏🏻.",2022-09-23T03:44:09-07:00,1.7.6,id
punyadiki,5,Good,Aplikasi yg sangat memudahkan saya untuk booking service.,2022-09-22T22:46:56-07:00,1.7.6,id
faizadi,1,Indent terus bos,Kagak niat jualan?,2022-09-22T22:27:34-07:00,1.7.6,id
rawzr12,5,Aplikasi serbaguna,"Keren si ini aplikasi mempermudah orang buat service, dan cari barang barang ori yang ada di honda keren bgt gilaa goksss",2022-09-22T00:27:56-07:00,1.7.6,id
feddy fathona,5,Motor honda,Good thank you,2022-09-20T22:29:08-07:00,1.7.6,id
Fachriaputri,5,Good,"Pelayanannya baik 👍🏻👍🏻👍🏻, semoga aplikasinya bisa berkembang dan berjalan dengan baik dan memudahkan seluruh cust 🙏🏻🙏🏻🙏🏻",2022-09-16T03:04:17-07:00,1.7.5,id
Bagas Arisuta,5,Good,Sangat membantu pemesanan service dan pembelian sparepart👍,2022-09-13T18:52:07-07:00,1.7.5,id
ahdillah,5,HONDA JAGOAN,Good lah pokoknya,2022-09-13T11:19:30-07:00,1.7.5,id
ab3884fr,5,Respon cepat,"Untuk admin respon cepat, aplikasi lengkap ttg motor dan bisa bookinh service",2022-09-13T10:23:45-07:00,1.7.5,id
Bagus Fajar Purnama,5,Recommended,Nice application,2022-09-13T04:59:27-07:00,1.7.5,id
krysljng,5,Hiii,Semoga dpt voucher 500ribu,2022-09-12T10:33:01-07:00,1.7.5,id
intanseptika,5,"Sangat membantu untuk bookingan service tracking motor dan lain""",Aplikasi terbaik,2022-09-12T08:56:57-07:00,1.7.5,id
itnayaj,5,Mantap,Berguna bgt,2022-09-12T05:52:14-07:00,1.7.5,id
marwan adul,5,kode referral : SUMPW548,"ayo buruan pakai apps Motorku X
ga maukan motor kesayangan kalian rusak kan !!
makanya pake apps ini
dalemnya fiturnya banyak banget
juga banyak bonus 
pokokknya urusan merawat motor jadi lebih mudah
makasih motorku x",2022-09-12T00:01:48-07:00,1.7.5,id
arinanada,4,Service motor honda,"Lumayan membantu untuk booking service motor, sehingga tdk menunggu terlalu lama",2022-09-10T18:20:47-07:00,1.7.5,id
diriku ini,5,Bagus banget,"Sangat memuaskan, ada promonya jg",2022-09-10T13:37:28-07:00,1.7.5,id
yjrobert,5,Customer experience,"GUI nya yang cukup ramah buat pemula, welldone motorkuX

Referal code : YOHDE822",2022-09-10T08:35:52-07:00,1.7.5,id
ardiansyahhhh,1,kecewa,"ga ada solusi di permasalahan motor saya udah di service, ganti aki, ganti spul masih aja motor saya mati cari bengkel biasa aja lah",2022-09-10T00:24:01-07:00,1.7.5,id
hi wulan,5,Aplikasi motorku x,"Ini aplikasi yg sangat membantu untuk melakukan booking servis kapan pun di banyak ahass resmi. Bisa untuk mengecek sparepart dll juga 
Pakai kode reveral RSYM0PZO yaa.",2022-09-09T19:38:20-07:00,1.7.5,id
mwh5969,5,MotorkuX mantap,Good services,2022-09-09T18:58:38-07:00,1.7.5,id
JOLANRIK,5,nice mantap sangat membantu,terimakasih ahass,2022-09-09T01:41:20-07:00,1.7.5,id
fmeilviansyah,5,Mantab,Banyakin lagi promo servicenya,2022-09-09T01:03:43-07:00,1.7.5,id
Abu Zahra Syauqia,1,Apps Tidak Berguna,Sudah Book & Datang (Honda Daya Motor Balikpapan) sesuai jadwal Service yang ditentukan. Tapi diperlakukan sama seperti Pelanggan yang Service Go-Show. Lantas apa guna Apps ini?,2022-08-25T22:11:03-07:00,1.7.5,id
Hamzyonk18,5,Code referall STEKH611,STEKH611,2022-06-25T22:52:49-07:00,1.7.4,id
justkidfromsouthjakarta,3,Msh nge bug boss,"Msh sering crash ni aplikasi nya, buat pembaruan lg lah",2022-06-19T19:39:21-07:00,1.7.3,id
Adhit 8987,1,Online booking sampai bengkel tutup!!,Jadwal di app harus disesuaikan lagi dengan jadwal dibengkel. Pertama kali pakai app sengaja book pagi jam 8 tapi sampai bengkel tutup.,2022-06-17T17:39:44-07:00,1.7.3,id
Ditditson,1,Useless App,"Aplikasinya nggak berguna buat saya. Cari bengkel AHASS susah, lokasi di Jakarta Selatan, pilihannya yang keluar Bandung, Jogja, Bali… Akhirnya servis manual, datang dan antri. App-nya pun saya delete.",2022-05-23T05:18:07-07:00,1.7.2,id
egasustiawan,5,Kode referal,Gunakan kode referal GIG2X771 untuk gas bersama honda,2022-05-16T19:22:33-07:00,1.7.2,id
Auhgrstfxfsajvgr,1,Harga berbeda,"Harga motor di aplikasi ini berbeda dengan harga yang diberikan dealer. Saya pesan scoopy prestige seharga 22,3 tapi pada saat sampai di dealer harga naik 22,97",2022-05-12T23:17:36-07:00,1.7.2,id
khi nje ng,2,dftr,kenapa daftar baru gagal terus ya.. terjadi kesalahan terus.. trs salah saya apa.. orang baru daftar koq,2022-05-10T18:50:41-07:00,1.7.2,id
aliridho0,4,Penggunaan belum optimal,"Saya pake aplikasi ini utk booking servis, dan juga order sparepart, kalau dijalankan sistemnya bagus banget, sayangnya penggunaan di astra sendiri belum optimal, sudah booking via aplikasi ttp antri dan proses sesuai manual, service advisor juga tidak menanyakan atau menyinggung tentang aplikasi, mestinya kan ketika kita dateng, yg pertama ditanyain apakah udah booking/menggunakan aplikasi ini?gitu kan biar aplikasinya banyak penggunanya, apakah kurang sosialisasi?

Order sparepart kosong, kalau mau inden harus dateng langsung ke astra/ahass utk bayar DP minimal 50%, makin gak guna lg aplikasinya, kalau harus datang, ya gak perlu aplikasi dong?tolong lah, aplikasi dibuat mahal2, tp kok gini, beli sparepart harus dateng, ya kalo gitu mending ke marketplace",2022-05-10T00:14:16-07:00,1.7.2,id
Rejamarup,5,Kode Referal,Install apk ini sangat bermanfaat. Mari mengisi kode referal agar sama-sama mendapatkan poin. Silahkan memakai kode referal REZDZ273 agar saling menguntungkan 🤝,2022-04-27T14:38:42-07:00,1.7.2,id
kqlwlpwpqkqhwvcehs,1,Sparepart. Kode Referal. RIZCJ366,"untuk gambar sparepart nya tidak ada, penjelasan tentang sparepart nya pun tidak ada, dan sparepart nya sering kosong dan tidak pernah ada. mohon perbaruan nya.",2022-04-21T15:39:25-07:00,1.7.2,id
tetra laksana,1,Sulit digunakan,"App nya bagus, sayang untuk pemilik motor honda seperti saya sulit untuk membeli spareparts, karena yang digunakan adalah kode spareparts dan nama part OEM, tidak disertai gambar atau nama parts yang umum digunakan untuk membeli spare parts termasuk di bengkel resmi, pemilik motor jarang sekali yang hafal kode spareparts",2022-04-20T03:32:13-07:00,1.7.2,id
afterdark07,5,Cbr 250 rr,Pelayanan honda sangat ramah dan nyaman,2022-04-08T07:41:21-07:00,1.7.2,id
tongauakhdidishabwww,1,App gagal,"Mau servis di app masih geratis, sampai di bengkel ktanya udah hangus.
Merugikan konsumen,, padahal di app kan jd panduan",2022-03-08T17:40:17-07:00,1.7.1,id
M asef,1,Update aplikasi,Sekarang setelah update aplikasi terakhir ini jadi ngga bisa tracking indent motor lagi. Tolong segera diperbaiki 🙏🏻,2022-01-26T09:07:05-07:00,1.7.0,id
nnnurul02,5,KODE REFFERAL : DLR562,"Aplikasi yang sangat membantu saat ingin service, tanpa ribet bisa pesan service sambil santai santai dirumah.
Kode refferal diatas👆",2022-01-09T21:17:55-07:00,1.6.0,id
Azril Azhar Fachdrian,5,terbaik,"ini aplikasii bagus banget asli mempermudah kita ngebooking jadwal servis, jadi semangatt servis banget dan tepat waktu",2022-01-02T23:55:04-07:00,1.6.0,id
no name pokoke,5,Ratingku,Aku suka sih pake apk ini. Sangat membantu,2021-12-30T15:14:00-07:00,1.6.0,id
bayusyahde,5,Honda terbaik,Hemat jadi irit 🥳🥳🥳,2021-12-28T13:53:54-07:00,1.6.0,id
Shinta Jayanti,5,Terbaik,Sales dan Service yang tidak mengecewakan. Setiap ada kendala terproses dengan baik. Dan fast respon,2021-12-26T18:44:48-07:00,1.6.0,id
yan bay,5,Kode Refeal: DARUG408,"Bagus aplikasi nya 
Pakai kode refeal diatas",2021-12-26T03:39:43-07:00,1.6.0,id
usman suharjono,5,👍,Mantap👍👍👍,2021-12-25T20:00:55-07:00,1.6.0,id
Steve Budianto,1,Status Motor masih transfer????,Bagaimana ini mau digunakan daftar service status motor masih menunggu permintaan. Kata orang Honda harus di approve oleh pemilik motor pertama. Nah wong saya yang punya di BPKB dan stnk atas nama saya juga. Gimana nih??? Ga bisa di gunakan jadinya.,2021-12-15T23:54:43-07:00,1.6.0,id
yfelix8,5,Appsnya makin keren,"Fungsi makin banyak, promo banyak, andalan",2021-12-11T05:29:11-07:00,1.6.0,id
AndreAnggarawan,5,Kode Referral 5MYZPNBW,Aplikasi Motorku X sangat membantu mulai dari booking service dan banyak juga promo 👍,2021-12-09T17:44:48-07:00,1.6.0,id
